Gemeindeschlüssel,plz,ort,bundesland,energietraeger,einspeisespannungsebene,leistung,einspeisemanagement,inbetriebnahme,netzzugang,ausserbetriebnahme,netzabgang,netzbetreiber,eiccode,bnetznr,anlagenschluessel,zaehlpunktbezeichnung,leistungsgemesseneanlage,aggregatzustandfluessig,aggregatzustandgas,aggregatzustandfest,anlagenuntertyp,pruefergebnis,status,markierung,menge_kwh,jahr
0713502075,56754,Roes,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,20/08/1996,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000050311000000236501176,DE0001815675400000503110000002365,Ja,,,,,,,0,686649,2019
0713502075,56754,Roes,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,20/08/1996,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000050311000000236518006,DE0001815675400000503110000002365,Ja,,,,,,,0,686649,2019
0713502075,56754,Roes,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,20/08/1996,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000050311000000236518007,DE0001815675400000503110000002365,Ja,,,,,,,0,686649,2019
0713502075,56754,Roes,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,20/08/1996,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000050311000000236518008,DE0001815675400000503110000002365,Ja,,,,,,,0,686649,2019
0713502026,56759,Eppenberg,RP,WIN,MS,500,regelbar und abrufbar nach § 6 EEG Abs.1,19/06/1997,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000050311000000250509150,DE0001815675900000503110000002505,Ja,,,,,,,0,737113,2019
0713502026,56759,Eppenberg,RP,WIN,MS,500,regelbar und abrufbar nach § 6 EEG Abs.1,19/06/1997,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000050311000000250518050,DE0001815675900000503110000002505,Ja,,,,,,,0,737113,2019
0723304224,56767,Lirstal,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,15/02/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000070120000000018809145,DE0001815476700000701200000000188,Ja,,,,,,,0,1635177,2019
0723200018,54634,Bitburg,RP,WIN,MS,2500,regelbar und abrufbar nach § 6 EEG Abs.1,09/11/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719614944,DE00733254634V0000000000000007196,Ja,,,,,,,0,1747446,2019
0723200018,54634,Bitburg,RP,WIN,MS,2500,regelbar und abrufbar nach § 6 EEG Abs.1,25/08/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641320,DE00733254634V0000000000000007196,Ja,,,,,,,0,1945654,2019
0723200018,54634,Bitburg,RP,WIN,MS,2500,regelbar und abrufbar nach § 6 EEG Abs.1,01/09/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641323,DE00733254634V0000000000000007196,Ja,,,,,,,0,1945654,2019
0723200018,54634,Bitburg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,07/06/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641325,DE00733254634V0000000000000007196,Ja,,,,,,,0,1421877,2019
0723200018,54634,Bitburg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,21/06/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641327,DE00733254634V0000000000000007196,Ja,,,,,,,0,1421877,2019
0723200018,54634,Bitburg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,27/06/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641328,DE00733254634V0000000000000007196,Ja,,,,,,,0,1421877,2019
0723200018,54634,Bitburg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,14/06/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641330,DE00733254634V0000000000000007196,Ja,,,,,,,0,1421877,2019
0723200018,54634,Bitburg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,20/06/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641331,DE00733254634V0000000000000007196,Ja,,,,,,,0,1421877,2019
0723200018,54634,Bitburg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,10/07/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641333,DE00733254634V0000000000000007196,Ja,,,,,,,0,1421928,2019
0723200018,54634,Bitburg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,11/09/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719641335,DE00733254634V0000000000000007196,Ja,,,,,,,0,1421875,2019
0723200018,54634,Bitburg,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,16/07/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000000719644618,DE00733254634V0000000000000007196,Ja,,,,,,,0,1421875,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,24/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229008778,DE00733254317V0000000000000042290,Ja,,,,,,,0,2809452,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2004,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229018712,DE00733254317V0000000000000042290,Ja,,,,,,,0,2809452,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,11/02/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229018713,DE00733254317V0000000000000042290,Ja,,,,,,,0,2809452,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,11/04/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229018714,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,17/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229018715,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,22/06/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229018716,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,07/07/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229018720,DE00733254317V0000000000000042290,Ja,,,,,,,0,2809452,2019
0723504044,54317,Herl,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,31/03/2011,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229019076,DE00733254317V0000000000000042290,Ja,,,,,,,0,3530159,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,11/07/2005,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229050945,DE00733254317V0000000000000042290,Ja,,,,,,,0,2809452,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,11/08/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229050946,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,17/08/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229050947,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,25/08/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229050948,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,29/04/2009,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229050949,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,31/08/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229050950,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,12/09/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229050951,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504044,54317,Herl,RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,26/09/2006,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000004229050952,DE00733254317V0000000000000042290,Ja,,,,,,,0,3070915,2019
0723504141,54320,Waldrach,RP,WIN,MS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,28/08/2010,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000012802802672,DE0001815432000000101700000027444,Ja,,,,,,GEÄNDERT,0,4757099,2019
0723507501,54298,Welschbillig,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,29/09/2010,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000014048818303,DE0073325429800000000000000077430,Ja,,,,,,GEÄNDERT,0,3458648,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,22/12/2010,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000014205917783,DE0001815459700000000000000560951,Ja,,,,,,,0,3332089,2019
0723201221,54597,Euscheid,RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,22/12/2010,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000014205919207,DE0001815459700000000000000560951,Ja,,,,,,,0,3332089,2019
0723507501,54298,Welschbillig,RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,16/06/2011,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000015729530067,DE0073325429800000000000000077430,Ja,,,,,,GEÄNDERT,0,3458648,2019
0714004067,55481,Kirchberg,RP,WIN,HS,3000,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",29/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000020823865724,DE00733255481V0000000000000396224,Ja,,,,,,GEÄNDERT,0,5108322,2019
0714008144,55469,Simmern,RP,WIN,HS,3370,regelbar und abrufbar nach § 6 EEG Abs.1,14/02/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000021528569787,DE00733255469V0000000000000215285,Ja,,,,,,,0,5211177,2019
0714008144,55469,Simmern,RP,WIN,HS,3370,regelbar und abrufbar nach § 6 EEG Abs.1,27/02/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000021528569943,DE00733255469V0000000000000215285,Ja,,,,,,,0,5211177,2019
0714008144,55469,Simmern,RP,WIN,HS,3370,regelbar und abrufbar nach § 6 EEG Abs.1,29/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000021528569944,DE00733255469V0000000000000215285,Ja,,,,,,,0,5211177,2019
0714008144,55469,Simmern,RP,WIN,HS,3370,regelbar und abrufbar nach § 6 EEG Abs.1,14/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000021528569945,DE00733255469V0000000000000215285,Ja,,,,,,,0,5211177,2019
0714008144,55469,Simmern,RP,WIN,HS,3370,regelbar und abrufbar nach § 6 EEG Abs.1,08/03/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000021528569946,DE00733255469V0000000000000215285,Ja,,,,,,,0,5211177,2019
0714008144,55469,Simmern,RP,WIN,HS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",08/05/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000021528691907,DE00733255469V0000000000000215286,Ja,,,,,,,0,5526318,2019
0714008144,55469,Simmern,RP,WIN,HS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",09/05/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000021528692652,DE00733255469V0000000000000215286,Ja,,,,,,,0,5526318,2019
0714008144,55469,Simmern,RP,WIN,HS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",04/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000021528693398,DE00733255469V0000000000000215286,Ja,,,,,,GEÄNDERT,0,6329138,2019
0733105030,55599,Gau-Bickelheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027431668469,DE00733255599V0000000000000274316,Ja,,,,,,,0,1922054,2019
0733106068,55578,Wallertheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,14/02/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027431875539,DE00733255599V0000000000000274318,Ja,,,,,,,0,320881,2019
0733105030,55599,Gau-Bickelheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,29/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027432168516,DE00733255597V0000000000000274321,Ja,,,,,,,0,1259802,2019
0733106068,55578,Wallertheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,29/04/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027432275555,DE00733255597V0000000000000274322,Ja,,,,,,,0,1324869,2019
0733105030,55599,Gau-Bickelheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,14/02/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027432370736,DE00733255597V0000000000000274323,Ja,,,,,,,0,2430759,2019
0733106068,55578,Wallertheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,29/04/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027432475565,DE00733255237V0000000000000274324,Ja,,,,,,,0,1610362,2019
0733105030,55599,Gau-Bickelheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,12/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027432768487,DE00733255237V0000000000000274327,Ja,,,,,,,0,2525628,2019
0733105030,55599,Gau-Bickelheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,04/03/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027432877495,DE00733255237V0000000000000274328,Ja,,,,,,,0,1837500,2019
0733106068,55578,Wallertheim,RP,WIN,HS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,11/04/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027432975571,DE00733255237V0000000000000274329,Ja,,,,,,,0,1155170,2019
0733307078,67823,Unkenbach,RP,WIN,HS/MS,3370,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",17/01/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027838466394,DE00733267823V0000000000000278384,Ja,,,,,,,0,5151581,2019
0733307078,67823,Unkenbach,RP,WIN,HS/MS,3370,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027838566396,DE00733267823V0000000000000278386,Ja,,,,,,,0,5587827,2019
0733307078,67823,Unkenbach,RP,WIN,HS/MS,3370,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",21/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000027838666397,DE00733267823V0000000000000278385,Ja,,,,,,,0,5630099,2019
0733105030,55599,Gau-Bickelheim,RP,WIN,MS,2400,regelbar und abrufbar nach § 6 EEG Abs.1,15/06/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000030433478799,DE00733255599V0000000000000304334,Ja,,,,,,GEÄNDERT,0,471288,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,16/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195976466,DE00733256869V0000000000000311959,Ja,,,,,,,0,4233373,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,24/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195976467,DE00733256869V0000000000000311959,Ja,,,,,,,0,4233373,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,30/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195976468,DE00733256869V0000000000000311959,Ja,,,,,,,0,4233373,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,02/09/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195976470,DE00733256869V0000000000000311959,Ja,,,,,,,0,4233373,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,03/09/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195976471,DE00733256869V0000000000000311959,Ja,,,,,,,0,3339418,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,19/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195976472,DE00733256869V0000000000000311959,Ja,,,,,,,0,3339418,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,26/08/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195976474,DE00733256869V0000000000000311959,Ja,,,,,,,0,3339418,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,12/09/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195984899,DE00733256869V0000000000000311959,Ja,,,,,,,0,3968473,2019
0714003204,56869,Mastershausen,RP,WIN,HS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,12/09/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031195984900,DE00733256869V0000000000000311959,Ja,,,,,,,0,3968473,2019
0714003204,56869,Mastershausen,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",03/09/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031196276455,DE00733256869V0000000000000311962,Ja,,,,,,,0,6077181,2019
0714003204,56869,Mastershausen,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",09/10/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031196276457,DE00733256869V0000000000000311962,Ja,,,,,,,0,6077181,2019
0714003204,56869,Mastershausen,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",21/10/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031196276461,DE00733256869V0000000000000311962,Ja,,,,,,,0,6077181,2019
0714003204,56869,Mastershausen,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",31/10/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000031196276462,DE00733256869V0000000000000311962,Ja,,,,,,,0,6077181,2019
0733901063,55413,Weiler bei Bingen,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",07/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032193293498,DE00733255413V0000000000000321932,Ja,,,,,,,0,8337302,2019
0733901063,55413,Weiler bei Bingen,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",30/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032193294368,DE00733255413V0000000000000321932,Ja,,,,,,,0,8337302,2019
0733901063,55413,Weiler,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",24/06/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032193393403,DE00733255413V0000000000000321933,Ja,,,,,,,0,9573437,2019
0733901063,55413,Weiler,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",18/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032193394121,DE00733255413V0000000000000321933,Ja,,,,,,,0,9573437,2019
0733901063,55413,Weiler,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",19/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032193394124,DE00733255413V0000000000000321933,Ja,,,,,,,0,9573437,2019
0733901063,55413,Weiler,RP,WIN,HS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",30/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032193394372,DE00733255413V0000000000000321933,Ja,,,,,,,0,9573437,2019
0733901063,55413,Weiler bei Bingen,RP,WIN,HS,3050,regelbar und abrufbar nach § 6 EEG Abs.1,23/10/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032193400851,DE00733255413V0000000000000321934,Ja,,,,,,,0,8922424,2019
0733901063,55413,Weiler bei Bingen,RP,WIN,HS,3050,regelbar und abrufbar nach § 6 EEG Abs.1,14/10/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032193483982,DE00733255413V0000000000000321934,Ja,,,,,,,0,8922424,2019
0733100003,55232,Alzey,RP,WIN,HS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",30/12/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032519687348,DE00733255237V0000000000000325197,Ja,,,,,,,0,7091736,2019
0733101043,55237,Lonsheim,RP,WIN,HS,3075,regelbar und abrufbar nach § 6 EEG Abs.1,30/12/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032519687351,DE00733255237V0000000000000325196,Ja,,,,,,,0,6594009,2019
0733101043,55237,Lonsheim,RP,WIN,HS,3075,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",21/01/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E3123801V000000000000032519689461,DE00733255237V0000000000000325196,Ja,,,,,,,0,6594009,2019
