Gemeindeschlüssel,plz,ort,strasse,bundesland,energietraeger,einspeisespannungsebene,leistung,einspeisemanagement,inbetriebnahme,netzzugang,ausserbetriebnahme,netzabgang,netzbetreiber,eiccode,bnetznr,anlagenschluessel,zaehlpunktbezeichnung,leistungsgemesseneanlage,aggregatzustandfluessig,aggregatzustandgas,aggregatzustandfest,anlagenuntertyp,pruefergebnis,status,markierung,menge_kwh,jahr
0714302241,57629,Höchstenbach,"Flur 27, Flurstück 2539",RP,WIN,HS/MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,03/08/2009,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001123800001,DE0003505762900000000000020011238,Ja,,,,,,,0,3383815,2016
0714306286,56477,Rennerod,Wilhelm-Albrecht-Straße 900 Z,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,23/12/2010,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001466300001,DE0003505647700000000000020014663,Ja,,,,,,,0,3385836.42,2016
0714306286,56477,Rennerod,Wilhelm-Albrecht-Straße 900 Z,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,16/12/2010,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001466300002,DE0003505647700000000000020014663,Ja,,,,,,,0,2920058.08,2016
0714302252,57629,Kundert,"Flur 21, Flurstück 119/3",RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,29/12/2011,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001749800001,DE0003505762900000000000020017498,Ja,,,,,,,0,937571.75,2016
0714302252,57629,Kundert,"Flur 15, Flurstück 9",RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,29/12/2011,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001749800002,DE0003505762900000000000020017498,Ja,,,,,,,0,937571.75,2016
0714308203,56244,Arnshöfen,"Flur 20, Flurstück 15/2",RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,22/12/2011,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001763800001,DE0003505624400000000000020017638,Ja,,,,,,,0,950700.5,2016
0714308203,56244,Arnshöfen,"Flur 20, Flurstück 15/2",RP,WIN,MS,800,regelbar und abrufbar nach § 6 EEG Abs.1,22/12/2011,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001763800002,DE0003505624400000000000020017638,Ja,,,,,,,0,950700.5,2016
0714302268,56271,Mündersbach,"Flurstück 4025, Flur 27",RP,WIN,MS,3200,regelbar und abrufbar nach § 6 EEG Abs.1,10/02/2013,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001862100001,DE0003505627100000000000020018621,Ja,,,,,,,0,4643134.67,2016
0714302268,56271,Mündersbach,"Flurstück 4026, Flur 27",RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",10/02/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001862100002,DE0003505627100000000000020018621,Ja,,,,,,,0,4643134.67,2016
0714302268,56271,Mündersbach,"Flur 26, Flurstück 4016/4",RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",22/07/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002001862100003,DE0003505627100000000000020018621,Ja,,,,,,,0,4643134.67,2016
0714309308,56457,Westerburg,"Flur 37, Flurstücke 4/1",RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",19/12/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002002788000001,DE0003505645700000000000020027880,Ja,,,,,,,0,3586184,2016
0714309308,56457,Westerburg,"Flur 37, Flurstücke 4/1",RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",22/12/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002002788000002,DE0003505645700000000000020027880,Ja,,,,,,,0,3586184,2016
0714309308,56457,Westerburg-Gershasen,"Flur 1, Flurstück 29",RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",15/12/2014,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,11YR000000018725,10001102,E31102010000000000002002788000003,DE0003505645700000000000020027880,Ja,,,,,,,0,3586184,2016
0714302241,57629,Höchstenbach,"Flur 26, Parzelle 2534/6",RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",09/02/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800001,,Ja,,,,,,,0,4890158.4,2016
0714302241,57629,Höchstenbach,"Flur 26, Parzelle 2534/6",RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",09/02/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800002,,Ja,,,,,,,0,4890158.4,2016
0714302241,57629,Höchstenbach,"Flur 27, Flurstück 2538",RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",14/07/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800003,,Ja,,,,,,,0,4890158.4,2016
0714302241,57629,Höchstenbach,"Flur 26, Parzelle 2528",RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",05/08/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800004,,Ja,,,,,,,0,4890158.4,2016
0714302268,56271,Mündersbach,"Flur 25, Flurstück 4016/4",RP,WIN,MS,3200,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",25/08/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002002810800005,,Ja,,,,,,,0,4890158.4,2016
0714309226,56459,Girkenroth,"Flur 4, Flurstück 65",RP,WIN,MS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",04/12/2015,0000-00-00,0000-00-00,0000-00-00,Energienetze Mittelrhein GmbH & Co. KG,,10001102,E31102010000000000002003074700001,,Ja,,,,,,,0,3257130.5,2016
0733800025,67105,Schifferstadt,Mannheimer Str.,RP,WIN,NS,1.75,nicht regelbar und nicht abrufbar,19/06/2012,0000-00-00,07/07/2015,0000-00-00,Stadtwerke Schifferstadt,11YR00000003245M,10001188,E3118801AAAA000000000000032600373,DE00057567105AAAA0000000000000326,Nein,,,,,,GEÄNDERT,0,0,2016
0713401075,55776,Ruschberg,UA Ruschberg 900Z,RP,WIN,HS/MS,2300,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",30/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000251370106,DE0003115577600000000000000002513,Ja,,,,,,GEÄNDERT,0,4046360,2016
0713405003,55758,Allenbach,Hauptstr. 27,RP,WIN,NS,3.5,nicht regelbar und nicht abrufbar,15/11/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000581081929,DE0003115575800000000000000005810,Nein,,,,,,GEÄNDERT,0,2388,2016
0714004145,55487,Sohren,Erlenstr. 2Z / 212,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,07/08/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000617332516,DE0073325548700000000000000006173,Ja,,,,,,GEÄNDERT,0,2912660,2016
0714004145,55487,Sohren,Erlenstr. 2Z / 28,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/07/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000617332517,DE0073325548700000000000000006173,Ja,,,,,,GEÄNDERT,0,2912660,2016
0714004145,55487,Sohren,Erlenstr. 2Z / 6,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,09/08/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000617339031,DE0073325548700000000000000006173,Ja,,,,,,GEÄNDERT,0,2912660,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 58,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,19/10/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832515818,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1414417,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 46,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,11/10/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518851,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1398077,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 136,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,12/10/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518852,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1327821,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 81,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,17/01/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518853,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1390005,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 111/2,RP,WIN,MS,1300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,19/10/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518854,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1489513,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 63,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,27/12/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518855,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1599514,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 50,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,29/12/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518856,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1570406,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 82,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,21/12/2000,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518857,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1680169,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 23/2,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,26/04/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518858,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1671041,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 1/7,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,26/04/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518859,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1464006,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 9,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,28/05/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518861,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1442184,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 3,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,06/05/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518862,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1687699,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 4,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,31/05/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518863,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1535341,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 90,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,29/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518864,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1592123,2016
0723507501,54298,Welschbillig,Helenenberg 900 / 2,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,03/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000832518865,DE0001815429800000000000000008325,Ja,,,,,,GEÄNDERT,0,1429757,2016
0713400045,55743,Idar-Oberstein,Albert-Einstein-Str 12,RP,WIN,NS,3.5,nicht regelbar und nicht abrufbar,03/12/2012,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000000836093027,DE0003115574300000000000000008360,Nein,,,,,,GEÄNDERT,0,687,2016
0713400045,55743,Idar-Oberstein,Im Stäbel 903Z / 34,RP,WIN,HS/MS,3370,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,06/05/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001100406639,DE0003115574300000000000000011004,Ja,,,,,,GEÄNDERT,0,4437187,2016
0713400045,55743,Idar-Oberstein,"Im Stäbel 903Z / 14,15",RP,WIN,HS/MS,3370,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,10/06/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001100472125,DE0003115574300000000000000011004,Ja,,,,,,GEÄNDERT,0,4437187,2016
0713400045,55743,Idar-Oberstein,Im Stäbel 903Z / 2,RP,WIN,HS/MS,3370,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,27/05/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001100472126,DE0003115574300000000000000011004,Ja,,,,,,GEÄNDERT,0,4437187,2016
0713400045,55743,Idar-Oberstein,Im Stäbel 903Z / 2,RP,WIN,HS/MS,3370,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,01/07/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001100472129,DE0003115574300000000000000011004,Ja,,,,,,GEÄNDERT,0,4437187,2016
0713400045,55743,Idar-Oberstein,Im Stäbel 903Z,RP,WIN,HS/MS,3370,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,12/06/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001100472130,DE0003115574300000000000000011004,Ja,,,,,,GEÄNDERT,0,4437187,2016
0713402031,55767,Gollenberg,Hauptstr. 902Z,RP,WIN,MS,3000,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",29/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000001128806256,,Ja,,,,,,GEÄNDERT,0,4488136,2016
0713400045,55743,Idar-Oberstein,Niederreidenbacherhof 902Z,RP,WIN,MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",22/08/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001146923140,DE0003115574300000000000000011469,Ja,,,,,,GEÄNDERT,0,5664870,2016
0713400045,55743,Idar-Oberstein,Niederreidenbacherhof 902Z,RP,WIN,MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",11/08/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001146993246,DE0003115574300000000000000011469,Ja,,,,,,GEÄNDERT,0,5664870,2016
0713400045,55743,Idar-Oberstein,Niederreidenbacherhof 902Z,RP,WIN,MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",22/08/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001146993248,DE0003115574300000000000000011469,Ja,,,,,,GEÄNDERT,0,5664870,2016
0733608100,67746,Unterjeckenbach,Hauptstr. 901Z,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",29/08/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000001151176809,,Ja,,,,,,GEÄNDERT,0,5114711.39,2016
0733608100,67746,Unterjeckenbach,Hauptstr. 901Z,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",17/09/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000001151176810,,Ja,,,,,,GEÄNDERT,0,5114711.39,2016
0733608100,67746,Unterjeckenbach,Hauptstr. 901Z,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",25/08/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000001151176811,,Ja,,,,,,GEÄNDERT,0,5114711.39,2016
0713402010,55765,Birkenfeld,Steinautal 900Z,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",10/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001171704502,DE0003115576500000000000000011717,Ja,,,,,,GEÄNDERT,0,5276264,2016
0713402010,55765,Birkenfeld,Steinautal 900Z,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",26/11/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001171796208,DE0003115576500000000000000011717,Ja,,,,,,GEÄNDERT,0,5276264,2016
0713402010,55765,Birkenfeld,Steinautal 900Z,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",07/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001171796209,DE0003115576500000000000000011717,Ja,,,,,,GEÄNDERT,0,5276264,2016
0713402010,55765,Birkenfeld,Steinautal 900Z,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",31/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001171796211,DE0003115576500000000000000011717,Ja,,,,,,GEÄNDERT,0,5276264,2016
0713402010,55765,Birkenfeld,Steinautal 900Z,RP,WIN,HS/MS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",16/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001172031041,DE0003115576500000000000000011720,Ja,,,,,,,0,3542789,2016
0713402010,55765,Birkenfeld,Steinautal 900Z,RP,WIN,HS/MS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",17/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001172096212,DE0003115576500000000000000011720,Ja,,,,,,,0,3542789,2016
0713402010,55765,Birkenfeld,Steinautal 900Z,RP,WIN,HS/MS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",19/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001172096213,DE0003115576500000000000000011720,Ja,,,,,,,0,3542789,2016
0713402010,55765,Birkenfeld,Steinautal 901Z,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",25/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001172206234,DE0003115576500000000000000011722,Ja,,,,,,GEÄNDERT,0,5136804,2016
0713402010,55765,Birkenfeld,Steinautal 901Z,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",24/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001172292046,DE0003115576500000000000000011722,Ja,,,,,,GEÄNDERT,0,5136804,2016
0713402010,55765,Birkenfeld,Steinautal 901Z,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",15/07/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001172292048,DE0003115576500000000000000011722,Ja,,,,,,GEÄNDERT,0,5136804,2016
0713402010,55765,Birkenfeld,Steinautal 901Z,RP,WIN,HS/MS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",11/09/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001172292049,DE0003115576500000000000000011722,Ja,,,,,,GEÄNDERT,0,4044678,2016
0713402010,55765,Birkenfeld,Steinautal 901Z,RP,WIN,HS/MS,2350,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach § 6 Nr 1 EEG 2009",04/08/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001172292050,DE0003115576500000000000000011722,Ja,,,,,,GEÄNDERT,0,4044678,2016
0714008144,55469,Simmern,Altweidelbacher Straße 12Z,RP,WIN,HS/MS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,28/09/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001256208450,DE0073325546900000000000000012562,Ja,,,,,,GEÄNDERT,0,1929326,2016
0714008144,55469,Simmern,Altweidelbacher Straße 12Z,RP,WIN,HS/MS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,28/09/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001256241038,DE0073325546900000000000000012562,Ja,,,,,,GEÄNDERT,0,1929326,2016
0714008144,55469,Simmern,Altweidelbacher Straße 12Z,RP,WIN,HS/MS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,10/10/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001256241039,DE0073325546900000000000000012562,Ja,,,,,,GEÄNDERT,0,1929326,2016
0714008144,55469,Simmern,Altweidelbacher Straße 12Z,RP,WIN,HS/MS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,16/10/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001256241040,DE0073325546900000000000000012562,Ja,,,,,,GEÄNDERT,0,1929326,2016
0714008144,55469,Simmern,Altweidelbacher Straße 12Z,RP,WIN,HS/MS,2300,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,29/05/2013,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000001256257990,DE0073325546900000000000000012562,Ja,,,,,,GEÄNDERT,0,2658028,2016
0723206320,54595,Watzerath,An der L 12 / 84,RP,WIN,MS,2000,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,27/12/2007,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000003031635350,DE0073325459500000000000000030316,Ja,,,,,,GEÄNDERT,0,2326837,2016
